INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('1', '수확비용', '14400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('173', '수확비용', '8800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('173', '열매선별비용', '1320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('173', '기타운영비', '3520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('174', '수확비용', '8500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('174', '열매선별비용', '1275000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('174', '기타운영비', '3400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('175', '수확비용', '8500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('175', '열매선별비용', '1275000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('175', '기타운영비', '3400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('176', '수확비용', '8500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('176', '열매선별비용', '1275000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('176', '기타운영비', '3400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('177', '수확비용', '5000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('177', '열매선별비용', '750000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('177', '기타운영비', '2000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('178', '수확비용', '5000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('178', '열매선별비용', '750000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('178', '기타운영비', '2000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('179', '수확비용', '5700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('179', '열매선별비용', '855000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('179', '기타운영비', '2280000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('180', '수확비용', '5700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('180', '열매선별비용', '855000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('180', '기타운영비', '2280000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('181', '수확비용', '5700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('181', '열매선별비용', '855000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('181', '기타운영비', '2280000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('182', '수확비용', '5700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('182', '열매선별비용', '855000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('182', '기타운영비', '2280000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('183', '수확비용', '12800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('183', '열매선별비용', '1920000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('183', '기타운영비', '5120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('184', '수확비용', '10500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('184', '열매선별비용', '1575000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('184', '기타운영비', '4200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('185', '수확비용', '10500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('185', '열매선별비용', '1575000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('185', '기타운영비', '4200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('186', '수확비용', '10900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('186', '열매선별비용', '1635000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('186', '기타운영비', '4360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('187', '수확비용', '10900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('187', '열매선별비용', '1635000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('187', '기타운영비', '4360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('188', '수확비용', '13700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('188', '열매선별비용', '2055000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('188', '기타운영비', '5480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('189', '수확비용', '13700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('189', '열매선별비용', '2055000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('189', '기타운영비', '5480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('190', '수확비용', '13700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('190', '열매선별비용', '2055000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('190', '기타운영비', '5480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('191', '수확비용', '13700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('191', '열매선별비용', '2055000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('191', '기타운영비', '5480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('192', '수확비용', '4500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('192', '열매선별비용', '675000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('192', '기타운영비', '1800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('193', '수확비용', '4500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('193', '열매선별비용', '675000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('193', '기타운영비', '1800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('194', '수확비용', '4500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('194', '열매선별비용', '675000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('194', '기타운영비', '1800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('195', '수확비용', '5300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('195', '열매선별비용', '795000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('195', '기타운영비', '2120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('196', '수확비용', '5300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('196', '열매선별비용', '795000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('196', '기타운영비', '2120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('197', '수확비용', '5300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('197', '열매선별비용', '795000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('197', '기타운영비', '2120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('198', '수확비용', '5300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('198', '열매선별비용', '795000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('198', '기타운영비', '2120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('199', '수확비용', '7000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('199', '열매선별비용', '1050000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('199', '기타운영비', '2800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('200', '수확비용', '7000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('200', '열매선별비용', '1050000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('200', '기타운영비', '2800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('201', '수확비용', '7000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('201', '열매선별비용', '1050000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('201', '기타운영비', '2800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('202', '수확비용', '7000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('202', '열매선별비용', '1050000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('202', '기타운영비', '2800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('203', '수확비용', '8300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('203', '열매선별비용', '1245000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('203', '기타운영비', '3320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('204', '수확비용', '8300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('204', '열매선별비용', '1245000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('204', '기타운영비', '3320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('205', '수확비용', '8300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('205', '열매선별비용', '1245000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('205', '기타운영비', '3320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('206', '수확비용', '6400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('206', '열매선별비용', '960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('206', '기타운영비', '2560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('207', '수확비용', '6400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('207', '열매선별비용', '960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('207', '기타운영비', '2560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('208', '수확비용', '6400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('208', '열매선별비용', '960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('208', '기타운영비', '2560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('209', '수확비용', '6400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('209', '열매선별비용', '960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('209', '기타운영비', '2560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('210', '수확비용', '9400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('210', '열매선별비용', '1410000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('210', '기타운영비', '3760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('211', '수확비용', '9400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('211', '열매선별비용', '1410000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('211', '기타운영비', '3760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('212', '수확비용', '13300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('212', '열매선별비용', '1995000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('212', '기타운영비', '5320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('213', '수확비용', '13300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('213', '열매선별비용', '1995000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('213', '기타운영비', '5320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('214', '수확비용', '11100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('214', '열매선별비용', '1665000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('214', '기타운영비', '4440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('215', '수확비용', '11100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('215', '열매선별비용', '1665000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('215', '기타운영비', '4440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('216', '수확비용', '11100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('216', '열매선별비용', '1665000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('216', '기타운영비', '4440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('217', '수확비용', '6800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('217', '열매선별비용', '1020000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('217', '기타운영비', '2720000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('218', '수확비용', '6800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('218', '열매선별비용', '1020000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('218', '기타운영비', '2720000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('219', '수확비용', '5900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('219', '열매선별비용', '885000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('219', '기타운영비', '2360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('220', '수확비용', '5900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('220', '열매선별비용', '885000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('220', '기타운영비', '2360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('221', '수확비용', '5900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('221', '열매선별비용', '885000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('221', '기타운영비', '2360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('222', '수확비용', '5900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('222', '열매선별비용', '885000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('222', '기타운영비', '2360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('223', '수확비용', '14400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('223', '열매선별비용', '2160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('223', '기타운영비', '5760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('224', '수확비용', '14400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('224', '열매선별비용', '2160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('224', '기타운영비', '5760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('225', '수확비용', '14400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('225', '열매선별비용', '2160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('225', '기타운영비', '5760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('226', '수확비용', '14400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('226', '열매선별비용', '2160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('226', '기타운영비', '5760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('227', '수확비용', '4700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('227', '열매선별비용', '705000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('227', '기타운영비', '1880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('228', '수확비용', '4700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('228', '열매선별비용', '705000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('228', '기타운영비', '1880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('229', '수확비용', '14100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('229', '열매선별비용', '2115000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('229', '기타운영비', '5640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('230', '수확비용', '14100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('230', '열매선별비용', '2115000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('230', '기타운영비', '5640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('231', '수확비용', '14100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('231', '열매선별비용', '2115000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('231', '기타운영비', '5640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('232', '수확비용', '14100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('232', '열매선별비용', '2115000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('232', '기타운영비', '5640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('233', '수확비용', '4400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('233', '열매선별비용', '660000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('233', '기타운영비', '1760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('234', '수확비용', '4400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('234', '열매선별비용', '660000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('234', '기타운영비', '1760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('235', '수확비용', '4400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('235', '열매선별비용', '660000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('235', '기타운영비', '1760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('236', '수확비용', '7900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('236', '열매선별비용', '1185000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('236', '기타운영비', '3160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('237', '수확비용', '7900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('237', '열매선별비용', '1185000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('237', '기타운영비', '3160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('238', '수확비용', '11100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('238', '열매선별비용', '1665000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('238', '기타운영비', '4440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('239', '수확비용', '11100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('239', '열매선별비용', '1665000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('239', '기타운영비', '4440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('240', '수확비용', '11100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('240', '열매선별비용', '1665000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('240', '기타운영비', '4440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('241', '수확비용', '11100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('241', '열매선별비용', '1665000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('241', '기타운영비', '4440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('242', '수확비용', '14800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('242', '열매선별비용', '2220000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('242', '기타운영비', '5920000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('243', '수확비용', '14800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('243', '열매선별비용', '2220000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('243', '기타운영비', '5920000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('244', '수확비용', '4000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('244', '열매선별비용', '600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('244', '기타운영비', '1600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('245', '수확비용', '4000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('245', '열매선별비용', '600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('245', '기타운영비', '1600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('246', '수확비용', '4000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('246', '열매선별비용', '600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('246', '기타운영비', '1600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('247', '수확비용', '5200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('247', '열매선별비용', '780000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('247', '기타운영비', '2080000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('248', '수확비용', '14700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('248', '열매선별비용', '2205000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('248', '기타운영비', '5880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('249', '수확비용', '14700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('249', '열매선별비용', '2205000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('249', '기타운영비', '5880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('250', '수확비용', '14700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('250', '열매선별비용', '2205000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('250', '기타운영비', '5880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('251', '수확비용', '14700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('251', '열매선별비용', '2205000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('251', '기타운영비', '5880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('252', '수확비용', '14500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('252', '열매선별비용', '2175000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('252', '기타운영비', '5800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('253', '수확비용', '14500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('253', '열매선별비용', '2175000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('253', '기타운영비', '5800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('254', '수확비용', '14500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('254', '열매선별비용', '2175000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('254', '기타운영비', '5800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('255', '수확비용', '4900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('255', '열매선별비용', '735000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('255', '기타운영비', '1960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('256', '수확비용', '4900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('256', '열매선별비용', '735000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('256', '기타운영비', '1960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('257', '수확비용', '5300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('257', '열매선별비용', '795000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('257', '기타운영비', '2120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('258', '수확비용', '5300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('258', '열매선별비용', '795000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('258', '기타운영비', '2120000');
